Age,Gender,EmploymentYears,HomeOwnership,MaritalStatus,AnnualIncome,LoanAmount,LoanTermMonths,CreditScore,NumCreditCards,DebtToIncomeRatio,PreviousDefaults,Default
49,Female,26,Rent,Married,656086,429931,48,712,3,0.66,0,0
62,Female,39,Mortgage,Married,1095441,370265,24,672,6,0.34,1,0
46,Male,23,Own,Married,564258,276478,24,655,1,0.49,1,0
55,Female,27,Mortgage,Single,753811,344130,60,653,1,0.46,0,0
45,Male,17,Mortgage,Divorced,599444,177048,12,709,7,0.3,0,0
44,Male,21,Rent,Single,731821,274128,60,743,5,0.37,0,0
33,Male,5,Own,Married,384608,293665,36,693,4,0.76,0,0
27,Female,5,Mortgage,Married,431623,315889,60,678,1,0.73,0,0
56,Male,30,Mortgage,Married,775245,291661,48,757,0,0.38,0,0
65,Male,44,Own,Married,1326736,310084,36,749,4,0.23,0,0
40,Female,12,Mortgage,Single,527828,231912,12,653,3,0.44,0,0
21,Female,0,Mortgage,Married,150000,112500,36,566,0,0.75,0,0
28,Female,1,Mortgage,Single,226838,105761,36,708,6,0.47,0,0
66,Male,45,Mortgage,Married,959917,666516,36,634,2,0.69,0,0
36,Male,10,Own,Married,577457,411241,60,698,7,0.71,0,1
34,Male,8,Rent,Single,371572,166933,12,714,3,0.45,0,0
32,Female,5,Mortgage,Married,632486,359729,60,710,4,0.57,0,1
43,Female,15,Own,Married,411922,292584,48,621,2,0.71,0,0
35,Female,12,Rent,Single,662573,510139,36,699,2,0.77,2,0
48,Female,23,Mortgage,Married,466467,294003,48,756,3,0.63,0,0
54,Male,32,Mortgage,Married,949766,440000,48,731,3,0.46,0,0
22,Female,1,Rent,Married,552363,246759,48,570,4,0.45,0,0
52,Male,26,Rent,Single,1043176,397037,48,681,2,0.38,0,0
43,Male,21,Mortgage,Married,834476,370560,24,679,3,0.44,0,0
42,Male,17,Mortgage,Divorced,723871,571575,24,720,3,0.79,0,0
45,Female,19,Rent,Married,628179,159406,48,700,1,0.25,0,0
42,Female,20,Own,Divorced,627221,239614,36,691,2,0.38,0,0
42,Male,17,Rent,Single,722185,452922,48,718,3,0.63,0,0
69,Male,43,Mortgage,Single,814583,585264,24,692,2,0.72,0,0
62,Male,37,Own,Single,1035248,657620,60,760,3,0.64,0,0
26,Female,0,Rent,Single,357198,152922,48,627,3,0.43,0,0
35,Female,11,Own,Single,279641,159748,36,686,5,0.57,0,0
63,Female,35,Own,Married,1239911,588394,24,662,5,0.47,0,0
57,Female,29,Own,Married,813096,508959,24,749,3,0.63,3,0
53,Male,27,Own,Single,1043340,225568,60,690,2,0.22,0,0
28,Male,3,Own,Single,621227,347873,60,639,3,0.56,0,0
64,Male,40,Rent,Single,957403,436866,24,756,4,0.46,1,0
64,Male,38,Mortgage,Married,984411,666790,24,680,3,0.68,0,0
25,Male,0,Rent,Married,488915,277938,36,594,2,0.57,0,0
59,Male,34,Mortgage,Married,736170,273911,36,695,2,0.37,0,0
24,Female,0,Rent,Married,506070,340588,60,681,2,0.67,0,0
26,Male,1,Rent,Married,678185,229197,36,692,5,0.34,0,0
65,Male,43,Own,Married,921951,409564,60,748,5,0.44,0,0
52,Female,25,Mortgage,Married,600159,457912,36,717,5,0.76,0,0
50,Male,23,Own,Married,730999,376571,24,711,1,0.52,1,1
67,Female,43,Own,Married,972071,380858,24,716,3,0.39,0,0
55,Female,29,Own,Married,1022946,763250,36,749,5,0.75,0,0
60,Male,39,Own,Single,1133645,340412,36,747,2,0.3,0,0
36,Female,15,Mortgage,Married,534850,364749,60,679,2,0.68,0,0
33,Male,5,Rent,Married,527984,163735,36,642,3,0.31,0,0
62,Male,40,Rent,Single,948697,731424,48,676,3,0.77,0,0
50,Male,29,Mortgage,Married,600117,345630,36,706,4,0.58,0,0
39,Female,18,Rent,Married,578709,457106,12,654,5,0.79,0,0
37,Male,12,Mortgage,Married,603985,220429,60,695,1,0.36,0,0
39,Male,16,Rent,Married,821621,242457,12,704,2,0.3,0,0
48,Female,25,Mortgage,Married,561997,290390,24,735,0,0.52,0,0
46,Male,18,Rent,Married,809940,211773,48,658,4,0.26,0,0
57,Male,29,Own,Married,769012,472039,12,650,0,0.61,0,0
46,Female,25,Rent,Single,632796,304852,48,696,1,0.48,0,0
43,Male,21,Own,Married,640864,159923,48,654,1,0.25,0,0
29,Female,7,Own,Married,557313,409411,60,663,1,0.73,0,0
32,Female,8,Mortgage,Single,463243,248189,36,614,2,0.54,0,0
21,Female,0,Rent,Single,150000,62584,12,671,4,0.42,0,0
21,Female,0,Rent,Married,390210,308255,24,611,7,0.79,0,0
67,Female,42,Rent,Married,801408,631515,12,782,1,0.79,1,0
54,Female,29,Rent,Single,949176,520356,60,711,3,0.55,0,0
52,Female,26,Rent,Divorced,964141,228329,36,665,0,0.24,0,0
68,Female,45,Rent,Married,964308,663730,36,733,4,0.69,0,0
45,Female,19,Rent,Single,753032,328056,24,733,9,0.44,0,0
60,Female,38,Rent,Married,994213,681451,36,732,3,0.69,0,0
65,Male,42,Rent,Divorced,1142826,826623,12,721,4,0.72,0,1
21,Female,0,Rent,Married,279042,174874,36,621,2,0.63,0,0
36,Male,9,Mortgage,Single,796698,195625,36,610,3,0.25,0,0
59,Male,31,Rent,Single,1146684,702417,48,689,4,0.61,2,0
25,Male,3,Mortgage,Married,525054,139826,48,656,2,0.27,0,0
42,Female,14,Rent,Single,585874,294280,36,682,2,0.5,0,0
49,Male,28,Rent,Single,706574,555367,60,690,3,0.79,0,0
23,Female,0,Rent,Married,255156,99542,60,601,1,0.39,0,0
32,Female,4,Mortgage,Married,485546,111300,36,675,0,0.23,0,0
46,Male,25,Mortgage,Divorced,712816,560423,24,756,3,0.79,0,0
36,Female,14,Rent,Married,756923,161052,24,649,2,0.21,0,0
57,Female,34,Rent,Single,1114705,398952,36,725,5,0.36,0,1
42,Female,20,Mortgage,Single,588714,304618,24,662,4,0.52,0,0
49,Male,21,Mortgage,Married,563007,292594,48,649,4,0.52,0,0
34,Male,8,Own,Married,500359,192300,36,727,2,0.38,0,0
48,Female,27,Mortgage,Married,759809,445000,60,697,3,0.59,1,0
25,Male,0,Mortgage,Single,545232,368880,36,674,2,0.68,0,1
67,Male,40,Mortgage,Single,1053205,743609,12,692,4,0.71,0,0
69,Male,45,Rent,Divorced,913656,526997,48,795,4,0.58,0,1
50,Female,25,Rent,Married,498497,255138,12,695,1,0.51,0,0
66,Male,43,Own,Married,1161343,560114,12,727,5,0.48,0,1
25,Female,0,Rent,Married,335125,118227,60,650,2,0.35,0,0
32,Female,4,Rent,Married,555051,141238,24,616,3,0.25,0,0
36,Female,10,Rent,Married,293863,94140,60,737,1,0.32,0,0
46,Male,19,Own,Married,863633,307846,24,662,4,0.36,0,0
46,Male,23,Own,Divorced,831700,242683,36,697,3,0.29,0,0
68,Male,40,Rent,Single,990248,433452,36,749,2,0.44,0,0
41,Male,17,Mortgage,Married,647981,383426,24,752,2,0.59,0,0
59,Male,32,Rent,Single,1077580,675304,36,741,1,0.63,1,0
56,Male,33,Mortgage,Single,757219,520974,48,728,6,0.69,0,0
53,Female,26,Own,Married,929375,320450,36,704,4,0.34,0,0
50,Female,23,Rent,Married,759804,311577,36,687,2,0.41,0,1
57,Female,29,Mortgage,Single,745743,555934,36,724,2,0.75,0,0
43,Male,21,Rent,Divorced,742930,389922,48,692,3,0.52,0,0
30,Female,7,Rent,Single,182185,91402,36,709,1,0.5,0,1
25,Male,0,Rent,Married,405365,113633,48,634,2,0.28,0,0
56,Female,35,Own,Married,873019,316036,48,683,1,0.36,0,0
54,Male,33,Mortgage,Married,1258096,381679,36,700,2,0.3,0,0
51,Female,23,Mortgage,Married,950677,453732,36,732,2,0.48,0,0
30,Female,7,Mortgage,Single,797122,575844,36,641,5,0.72,0,0
39,Male,15,Own,Married,496470,324940,36,780,6,0.65,3,0
52,Female,31,Own,Married,870498,188005,36,750,5,0.22,0,0
21,Female,0,Rent,Married,232496,105395,48,674,7,0.45,2,1
25,Male,4,Rent,Single,556761,364009,60,634,4,0.65,0,0
65,Female,38,Mortgage,Single,1166087,264217,36,687,5,0.23,0,0
24,Female,0,Mortgage,Single,373998,266784,24,708,5,0.71,0,0
36,Female,10,Mortgage,Married,538034,358932,36,649,4,0.67,0,0
44,Female,18,Mortgage,Married,728318,269814,12,696,2,0.37,0,1
36,Female,15,Rent,Single,674085,215212,60,714,3,0.32,0,0
22,Female,0,Rent,Single,544663,246495,12,606,1,0.45,0,0
69,Female,44,Mortgage,Single,1066168,449717,12,752,2,0.42,0,1
48,Male,25,Mortgage,Married,623991,348708,36,657,4,0.56,0,0
52,Male,26,Rent,Married,734305,543262,60,761,1,0.74,0,0
47,Female,19,Mortgage,Married,866363,261600,48,663,2,0.3,0,0
40,Female,16,Rent,Married,577759,152837,24,644,4,0.26,0,0
44,Male,17,Own,Married,587723,202011,24,727,4,0.34,0,0
32,Male,5,Mortgage,Single,493926,220557,60,652,1,0.45,0,0
55,Male,32,Mortgage,Married,908066,336292,48,725,2,0.37,2,0
53,Female,31,Mortgage,Married,639478,370396,36,714,3,0.58,0,0
53,Female,27,Rent,Married,964887,640272,36,669,3,0.66,0,0
63,Male,40,Rent,Married,1060424,469303,60,744,1,0.44,0,0
57,Male,31,Rent,Married,1057370,480390,48,716,1,0.45,0,0
32,Female,11,Own,Divorced,340139,243171,48,673,3,0.71,1,0
23,Male,0,Rent,Single,299292,211768,36,735,1,0.71,0,0
21,Female,0,Own,Married,328998,186551,36,703,1,0.57,0,0
53,Male,29,Own,Married,797834,301254,48,685,2,0.38,0,0
60,Female,35,Rent,Married,854777,560713,60,752,3,0.66,0,0
30,Male,8,Mortgage,Single,783057,470332,36,658,4,0.6,0,0
63,Female,36,Rent,Married,765503,217060,36,739,2,0.28,0,0
64,Female,37,Mortgage,Married,1374004,466576,24,637,6,0.34,0,0
49,Female,24,Rent,Married,1034643,367713,48,644,3,0.36,0,0
33,Female,8,Mortgage,Divorced,351641,159253,48,648,6,0.45,0,0
32,Male,10,Mortgage,Single,652647,250801,12,615,3,0.38,0,0
51,Male,30,Own,Divorced,1058086,572388,60,764,3,0.54,0,0
66,Male,42,Own,Single,1094332,867207,60,669,5,0.79,0,0
22,Female,0,Mortgage,Single,232578,108751,60,674,2,0.47,0,1
55,Male,33,Own,Single,1026663,797720,60,728,3,0.78,0,1
43,Female,18,Rent,Single,392636,94593,60,636,2,0.24,0,0
37,Female,9,Rent,Single,676299,477795,60,679,4,0.71,1,0
46,Female,19,Rent,Single,629402,479044,36,687,5,0.76,0,0
28,Female,5,Own,Divorced,411630,223742,36,668,4,0.54,0,0
49,Female,23,Own,Single,656776,420953,36,634,4,0.64,0,0
46,Female,24,Rent,Married,835632,198228,12,690,3,0.24,0,0
30,Female,4,Rent,Divorced,546043,259341,24,689,4,0.47,0,0
46,Female,24,Own,Single,799013,404045,60,713,5,0.51,0,0
54,Male,33,Rent,Divorced,929103,650896,12,758,3,0.7,0,0
61,Female,35,Mortgage,Married,767725,585395,60,756,3,0.76,0,0
27,Male,6,Mortgage,Married,517547,169360,36,688,6,0.33,0,0
24,Male,0,Mortgage,Married,376219,219150,36,724,2,0.58,0,0
65,Female,41,Rent,Married,903674,410813,24,707,1,0.45,0,0
31,Female,8,Mortgage,Married,445461,231178,36,644,4,0.52,0,0
49,Male,25,Rent,Married,884888,269450,12,692,2,0.3,0,0
56,Male,28,Rent,Married,977922,455563,60,739,4,0.47,0,1
45,Female,19,Own,Married,825510,415329,60,653,5,0.5,0,0
41,Female,15,Own,Married,721624,228410,24,660,4,0.32,0,0
56,Male,34,Mortgage,Single,948488,553660,48,751,2,0.58,0,0
30,Female,2,Rent,Divorced,226192,166860,60,616,1,0.74,0,0
57,Male,35,Own,Married,1101089,368922,36,733,2,0.34,0,0
29,Female,7,Rent,Married,502664,343358,60,628,2,0.68,0,0
44,Female,18,Own,Single,830589,475449,24,699,5,0.57,0,1
55,Female,33,Own,Married,892730,500266,48,685,2,0.56,0,0
69,Female,45,Mortgage,Married,1222550,898649,12,788,7,0.74,2,0
55,Male,33,Mortgage,Divorced,815536,413334,12,743,3,0.51,1,1
68,Female,40,Mortgage,Married,869405,206601,36,689,3,0.24,0,0
56,Male,34,Own,Married,774436,483635,36,772,2,0.62,0,0
38,Male,16,Own,Single,613226,383836,36,668,0,0.63,0,0
69,Female,44,Mortgage,Married,1297186,760775,24,741,3,0.59,1,0
59,Male,33,Own,Married,842799,345339,60,750,2,0.41,0,0
52,Male,26,Mortgage,Divorced,772929,214882,36,689,1,0.28,0,0
44,Male,21,Mortgage,Married,936633,665662,60,721,4,0.71,0,0
43,Female,17,Mortgage,Single,564401,320890,36,581,3,0.57,0,0
52,Female,24,Rent,Single,694271,495882,12,728,7,0.71,0,0
57,Male,30,Rent,Married,879585,214075,48,655,2,0.24,0,0
32,Female,9,Rent,Single,410375,200166,24,637,2,0.49,0,0
69,Male,41,Mortgage,Single,952598,265003,24,729,1,0.28,0,0
33,Female,5,Mortgage,Married,546055,241850,36,662,3,0.44,2,0
43,Female,21,Own,Married,839303,414833,48,710,5,0.49,0,0
45,Male,19,Rent,Married,808726,353585,60,660,9,0.44,0,0
55,Male,33,Own,Married,939843,628979,24,730,3,0.67,0,0
61,Female,38,Mortgage,Single,1125768,536520,12,784,2,0.48,0,1
50,Male,26,Rent,Divorced,622996,155306,60,730,2,0.25,0,0
37,Male,12,Rent,Single,688624,495120,48,697,1,0.72,0,0
69,Male,44,Mortgage,Married,880747,283600,36,766,1,0.32,0,0
40,Female,14,Own,Married,637791,362358,12,700,1,0.57,0,0
68,Male,44,Own,Single,1426597,396613,48,735,3,0.28,0,0
45,Female,23,Mortgage,Married,641005,334606,60,765,3,0.52,0,0
42,Male,19,Mortgage,Single,857122,233120,48,721,1,0.27,0,0
33,Male,6,Mortgage,Married,628836,367322,60,719,3,0.58,0,0
39,Male,14,Mortgage,Married,860213,602544,24,703,1,0.7,0,1
69,Female,45,Own,Divorced,1128727,895050,36,713,3,0.79,0,0
56,Female,28,Mortgage,Married,754467,207826,12,688,1,0.28,0,0
32,Male,5,Mortgage,Married,466504,217126,36,647,0,0.47,0,0
61,Male,37,Own,Married,1159011,583598,60,686,2,0.5,0,0
39,Male,18,Own,Single,724463,522785,12,722,2,0.72,0,0
32,Male,6,Mortgage,Married,621529,462075,60,618,6,0.74,1,0
29,Male,5,Rent,Single,520710,165298,48,712,3,0.32,0,0
27,Female,0,Rent,Single,385521,94200,60,691,2,0.24,1,0
48,Female,27,Mortgage,Single,948634,590171,36,626,3,0.62,0,1
34,Male,13,Rent,Married,588515,463046,24,637,2,0.79,2,0
51,Female,25,Mortgage,Married,692223,250365,36,648,1,0.36,0,0
39,Female,14,Mortgage,Married,603849,234028,36,634,3,0.39,0,0
67,Male,40,Rent,Married,987843,693887,60,805,0,0.7,0,1
36,Male,9,Mortgage,Married,418764,322184,36,763,4,0.77,0,0
25,Female,3,Rent,Single,506313,151800,24,674,5,0.3,0,0
55,Female,33,Rent,Single,619329,364006,36,647,4,0.59,0,0
32,Male,8,Mortgage,Single,683609,299720,60,534,3,0.44,0,0
45,Female,22,Rent,Married,942662,601529,12,674,1,0.64,0,0
41,Male,14,Rent,Divorced,511019,137291,60,616,3,0.27,0,0
56,Female,29,Own,Single,843358,430256,36,706,7,0.51,0,0
43,Male,20,Rent,Single,767975,295784,24,689,4,0.39,0,0
36,Female,15,Own,Single,741694,183765,24,738,3,0.25,0,0
59,Male,32,Rent,Divorced,612125,127207,24,777,3,0.21,0,0
65,Male,39,Rent,Married,1170546,260519,24,743,2,0.22,0,0
62,Male,38,Own,Divorced,907458,500461,48,662,3,0.55,0,0
59,Male,35,Rent,Married,877121,448183,36,717,6,0.51,0,0
34,Female,12,Rent,Married,404272,284002,36,647,2,0.7,0,0
51,Male,28,Own,Single,699922,383060,24,686,1,0.55,0,0
25,Male,0,Rent,Married,465384,139247,48,676,2,0.3,0,0
55,Female,28,Mortgage,Married,1053836,260574,24,717,3,0.25,0,0
43,Female,16,Rent,Married,637914,149197,36,665,3,0.23,0,0
49,Male,23,Mortgage,Married,1098440,338825,24,687,4,0.31,0,0
63,Male,39,Mortgage,Single,973028,582706,24,690,4,0.6,0,0
31,Female,3,Mortgage,Single,360603,110627,60,621,2,0.31,0,1
38,Male,14,Own,Single,618291,480761,36,589,5,0.78,0,1
67,Female,45,Rent,Married,655334,134521,60,708,0,0.21,0,0
32,Male,7,Rent,Single,622549,471647,60,701,2,0.76,0,0
29,Female,4,Mortgage,Married,392955,299610,24,733,5,0.76,0,0
30,Male,2,Own,Married,569422,421192,24,678,3,0.74,0,0
64,Female,36,Rent,Single,1131850,441081,36,720,1,0.39,0,0
37,Male,12,Own,Married,691549,301332,60,645,3,0.44,0,1
58,Male,32,Rent,Married,874237,266656,60,683,5,0.31,0,0
27,Male,2,Own,Divorced,377916,254514,48,635,1,0.67,0,0
66,Female,39,Mortgage,Married,1017013,481868,36,750,3,0.47,0,0
33,Female,10,Rent,Single,684725,302576,24,696,3,0.44,0,0
60,Male,34,Rent,Married,990275,612488,48,731,3,0.62,0,0
62,Male,34,Own,Single,782603,345817,60,717,4,0.44,0,0
29,Female,2,Own,Married,564837,186587,60,602,5,0.33,0,0
47,Female,26,Rent,Single,785806,438172,24,687,1,0.56,0,0
22,Female,0,Rent,Married,344275,219376,24,650,1,0.64,0,0
25,Female,0,Rent,Married,356019,243054,12,652,2,0.68,0,0
49,Male,28,Mortgage,Married,789440,623019,36,637,1,0.79,0,1
57,Male,36,Rent,Single,914946,195517,24,751,1,0.21,0,0
58,Male,31,Mortgage,Married,1008880,275120,48,714,3,0.27,0,1
39,Female,17,Rent,Single,657066,300851,48,628,3,0.46,0,0
28,Male,3,Rent,Single,573978,227359,36,629,4,0.4,0,0
68,Male,45,Own,Married,996918,422694,12,757,2,0.42,1,1
65,Male,37,Own,Divorced,1054826,414463,36,708,4,0.39,0,1
21,Male,0,Mortgage,Married,361449,277484,36,612,2,0.77,0,0
42,Male,15,Own,Single,798887,531526,60,690,2,0.67,0,0
37,Male,15,Mortgage,Married,588530,332325,48,663,2,0.56,0,0
27,Female,0,Mortgage,Married,534573,231476,12,649,2,0.43,0,0
45,Male,24,Rent,Single,749502,588888,36,696,4,0.79,0,0
65,Male,41,Mortgage,Divorced,1193856,570970,60,736,4,0.48,0,0
24,Female,1,Own,Married,343022,241239,36,684,6,0.7,0,0
56,Female,30,Mortgage,Divorced,750483,572787,24,757,2,0.76,0,1
26,Female,0,Mortgage,Married,464563,326209,48,572,1,0.7,0,0
51,Male,23,Rent,Married,664854,442724,36,690,1,0.67,0,0
39,Female,11,Own,Married,570333,342349,36,688,4,0.6,0,0
64,Male,39,Rent,Married,784052,383133,36,758,4,0.49,0,0
59,Male,34,Rent,Married,962527,327360,36,679,1,0.34,0,0
47,Female,24,Rent,Married,630556,395569,36,710,3,0.63,0,0
30,Female,5,Mortgage,Married,180335,122440,60,756,1,0.68,0,0
46,Female,22,Rent,Single,589434,213110,36,758,4,0.36,0,0
39,Female,13,Own,Married,659978,441914,36,687,6,0.67,0,1
59,Female,35,Mortgage,Divorced,1149486,264207,36,717,4,0.23,0,0
23,Female,0,Mortgage,Married,169564,37946,36,618,2,0.22,0,0
65,Female,40,Own,Married,1035432,310096,12,717,2,0.3,0,0
33,Male,11,Own,Married,757111,471034,60,624,5,0.62,0,0
48,Male,20,Own,Single,518826,176861,60,680,0,0.34,0,0
40,Male,14,Mortgage,Married,833176,484570,60,598,3,0.58,0,0
48,Male,22,Own,Married,690740,312300,48,681,2,0.45,0,0
28,Female,0,Own,Married,404862,131025,12,569,2,0.32,0,1
61,Female,36,Mortgage,Married,1205787,704662,36,785,0,0.58,0,0
59,Male,34,Mortgage,Single,700704,350576,60,641,7,0.5,0,0
21,Male,0,Rent,Married,399044,174164,36,590,2,0.44,0,1
23,Male,0,Mortgage,Married,441182,333114,12,665,2,0.76,0,0
33,Female,9,Mortgage,Married,571957,377694,36,684,1,0.66,0,1
48,Male,22,Rent,Married,737915,182096,24,741,2,0.25,0,0
69,Female,45,Mortgage,Divorced,864763,678190,12,737,3,0.78,0,0
45,Female,22,Rent,Married,748885,467570,48,670,1,0.62,0,0
53,Male,30,Own,Divorced,782258,218042,12,727,0,0.28,0,0
58,Male,36,Own,Single,923457,396182,36,722,2,0.43,0,0
26,Male,4,Rent,Married,372835,284210,12,637,2,0.76,3,0
64,Female,41,Rent,Married,906839,338349,36,815,4,0.37,0,0
65,Female,40,Own,Single,900409,398785,60,697,3,0.44,0,0
52,Female,25,Mortgage,Divorced,638713,498449,36,620,2,0.78,0,0
65,Female,43,Own,Married,1014536,566886,48,712,1,0.56,0,0
67,Male,39,Mortgage,Married,906895,340331,24,757,3,0.38,0,0
41,Male,15,Own,Single,506487,401872,12,714,5,0.79,0,0
36,Female,15,Own,Single,659969,278696,12,700,2,0.42,0,0
41,Female,19,Rent,Single,589603,286078,36,684,2,0.49,0,0
31,Female,5,Own,Single,440392,176354,36,695,3,0.4,0,0
57,Female,34,Rent,Divorced,768579,375977,36,708,2,0.49,0,0
56,Male,35,Rent,Married,1046137,596077,60,734,2,0.57,0,0
55,Male,32,Mortgage,Single,1161263,847751,24,700,4,0.73,0,0
39,Female,15,Own,Divorced,757246,516968,36,645,4,0.68,0,0
40,Female,16,Mortgage,Single,446954,216348,36,687,2,0.48,0,1
38,Male,13,Mortgage,Married,676386,331789,36,669,1,0.49,0,0
67,Male,39,Rent,Married,987079,557541,36,686,2,0.56,0,0
61,Male,33,Rent,Married,730149,552045,36,707,3,0.76,0,0
69,Male,45,Mortgage,Married,1196455,907689,36,756,3,0.76,0,0
34,Male,7,Own,Divorced,398720,284471,48,640,3,0.71,0,1
35,Female,8,Mortgage,Single,576509,180649,12,621,2,0.31,0,0
51,Female,28,Own,Married,454837,294395,36,715,3,0.65,0,0
21,Female,0,Mortgage,Married,449877,287314,36,677,5,0.64,0,0
23,Female,0,Mortgage,Married,611046,145643,48,673,4,0.24,0,0
36,Male,14,Rent,Married,707091,558313,36,655,4,0.79,0,0
43,Female,18,Mortgage,Single,521876,360790,48,670,4,0.69,0,0
31,Male,8,Own,Married,492584,370519,48,667,2,0.75,0,0
32,Female,6,Own,Divorced,463952,145150,12,680,0,0.31,2,0
30,Female,4,Own,Single,384634,278784,48,717,3,0.72,0,1
52,Male,29,Mortgage,Single,671036,219186,36,719,3,0.33,0,0
36,Male,12,Rent,Divorced,461779,112975,36,704,1,0.24,0,0
28,Male,3,Rent,Married,344797,150088,48,639,2,0.44,0,0
58,Male,32,Own,Single,827646,534511,36,739,3,0.65,3,0
32,Male,9,Mortgage,Married,429182,241876,60,658,2,0.56,0,0
44,Female,20,Own,Married,683576,360398,36,659,3,0.53,0,0
48,Female,21,Rent,Married,685321,225912,48,647,3,0.33,0,0
28,Male,1,Own,Single,563943,268886,24,596,2,0.48,0,0
48,Male,24,Mortgage,Married,621547,414010,48,744,4,0.67,0,0
56,Female,35,Own,Married,1049047,444228,12,670,1,0.42,0,0
46,Male,20,Rent,Married,492427,269682,48,701,1,0.55,0,0
28,Male,3,Rent,Married,357833,151477,24,661,5,0.42,0,0
48,Female,23,Own,Single,930808,462001,24,766,5,0.5,0,0
48,Male,21,Mortgage,Married,708223,286840,60,640,4,0.41,0,0
57,Male,34,Own,Single,1064291,771094,24,719,3,0.72,0,0
61,Male,34,Rent,Married,1057964,339419,36,682,2,0.32,0,0
56,Male,35,Rent,Married,1194949,538575,48,758,5,0.45,0,0
47,Male,25,Rent,Single,682890,367515,48,698,5,0.54,1,0
37,Male,14,Own,Married,670555,178742,24,681,3,0.27,0,0
29,Male,5,Own,Single,469363,234280,48,640,3,0.5,0,0
53,Female,31,Own,Married,557024,223246,60,665,0,0.4,0,0
40,Female,18,Rent,Married,759172,293020,24,716,4,0.39,0,1
33,Female,7,Own,Single,303221,190415,48,731,2,0.63,0,0
48,Male,20,Rent,Married,500906,383714,60,809,1,0.77,0,0
68,Male,40,Rent,Single,1013174,349875,60,726,3,0.35,1,0
49,Male,26,Rent,Single,666369,474536,48,736,4,0.71,0,0
33,Female,7,Mortgage,Single,721424,450367,36,667,3,0.62,0,0
66,Male,45,Mortgage,Single,848132,298867,24,736,7,0.35,0,0
55,Female,30,Rent,Divorced,888545,209003,48,739,4,0.24,0,1
26,Male,5,Own,Married,557946,219536,36,684,3,0.39,3,0
38,Female,15,Own,Married,483220,192176,36,652,2,0.4,0,0
25,Female,0,Rent,Divorced,318215,201567,24,671,2,0.63,1,0
67,Male,45,Mortgage,Single,994105,199966,12,698,1,0.2,0,0
45,Female,18,Rent,Single,923254,237635,36,709,8,0.26,0,0
22,Male,0,Own,Married,622088,429971,48,623,4,0.69,1,0
30,Female,6,Own,Married,348206,210410,36,609,6,0.6,0,0
50,Male,24,Own,Divorced,601666,206330,48,699,4,0.34,0,0
65,Male,44,Mortgage,Single,766956,606712,48,703,4,0.79,0,0
25,Male,0,Own,Married,536395,409692,12,672,2,0.76,0,0
53,Female,27,Rent,Married,1002745,428329,60,746,7,0.43,0,0
21,Female,0,Mortgage,Single,292247,159955,24,589,2,0.55,0,1
38,Male,13,Rent,Married,741563,402841,48,598,1,0.54,0,0
52,Female,31,Mortgage,Single,1082347,417711,36,672,2,0.39,0,0
67,Male,42,Mortgage,Married,1039589,807063,36,705,5,0.78,0,1
69,Male,45,Own,Married,1179182,594553,36,740,5,0.5,0,0
31,Female,5,Own,Married,557668,134434,24,670,4,0.24,1,1
41,Male,18,Mortgage,Married,524498,186162,12,671,3,0.35,0,0
46,Female,19,Rent,Single,679602,538364,36,659,3,0.79,0,0
45,Male,22,Own,Divorced,601417,120719,60,714,2,0.2,1,1
42,Male,17,Mortgage,Single,851593,177287,36,629,1,0.21,0,0
47,Male,22,Rent,Single,578123,267415,36,648,2,0.46,0,0
69,Female,45,Own,Single,1131836,335867,36,735,5,0.3,0,0
33,Female,11,Mortgage,Single,631679,435044,48,673,1,0.69,0,0
53,Male,26,Rent,Single,825784,507992,12,649,3,0.62,0,0
54,Female,32,Rent,Married,754494,403752,48,746,6,0.54,0,0
61,Female,34,Rent,Single,532991,133872,36,700,1,0.25,0,0
55,Male,33,Mortgage,Married,1002827,224584,36,745,2,0.22,0,0
21,Male,0,Rent,Single,281582,158376,48,668,2,0.56,3,0
41,Male,17,Rent,Married,673241,140602,36,688,3,0.21,0,0
68,Male,40,Mortgage,Single,999066,370389,24,725,3,0.37,0,0
26,Female,1,Rent,Married,239487,86095,36,660,1,0.36,0,1
48,Male,27,Mortgage,Married,807104,204606,36,683,5,0.25,0,0
